Label Number;Company Name;Company Address;Product Description;Net weight;Batch Number;Country of origin;SN - Serial Number;Expiration Date;GTIN-14
879;Empresa Alfa;Av de Moreira, 49, 0859-682 Santa Comba Dão;Computador;18649 mL;58999;Portugal;XA1UQ6X6JET9;14/11/2027;02631755239786
880;Química Duarte;Av Lourenço, 578, 5915-388 Santarém;Madeira;326 un;40921;Itália;DV79S9U67W57;29/04/2032;12518535128253
881;Química Duarte;Praça Domingues, S/N, 0238-756 Oliveira de Azeméis;Vinho;842 un;61017;Espanha;J9C5442FIA4M;01/02/2030;37338757985364
882;Empresa do José;Rua Correia, 1, 0214-323 Horta;Cadeira;366 un;72816;França;YZLCLKVDSCL3;25/12/2029;97748152637720
883;Empresa Alfa;Alameda da Quinta do Guarda-Mor, 17, 5532-818 Chaves;Vinho;189.46 L;67268;Alemanha;9AH8P0OZMPOG;NODATE;96405382077017
884;Têxtil Lusa;Praça de Freitas, 72, 6211-435 Seixal; Azeite;15.45 L;19436;Portugal;8GCZVHK9JZCC;06/02/2033;17847941589593
885;Móveis Raiz;Alameda Kévim Henriques, 7, 7996-509 Lourosa;Sabonete;8981 mL;67798;Portugal;MXAAS2O4XXG9;26/05/2032;23635412837515
886;Padaria Central;Travessa Araújo, 9, 2400-865 Felgueiras;Cadeira;389.98 kg;88343;Portugal;YTR5PYCHPCTN;NODATE;88502875169393
887;Global Tech;R. Bernardo Sousa, 91, 3258-415 Espinho;Vinho;2.98 L;39587;Espanha;ZU5VJMB96K1J;18/12/2034;66482053297792
888;Global Tech;Alameda de Coelho, 771, 7009-221 Montijo;Cadeira;341.24 L;78769;China;MLUOEXXUYA54;NODATE;05080064788180
889;Empresa do João;Travessa Laura Moreira, 4, 5418-360 Vizela;Farinha;432.08 L;96610;Brasil;Z0CCFEA2F63I;10/07/2029;10083826872160
890;Padaria Central;Alameda Margarida Costa, S/N, 8036-928 Penafiel;Computador;501 un;43240;Alemanha;ULNOLCVPQWYA;25/09/2034;52894887333523
891;Padaria Central;Rua de Vaz, 881, 7081-418 Praia da Vitória; Azeite;15875 g;55063;Itália;NQT6O3OR45MF;08/11/2027;08470513999662
892;Padaria Central;R. do Cidral de Cima, 80, 4434-600 Marco de Canaveses; Azeite;470.57 L;35652;Itália;D2WAZJCFEADS;26/07/2026;94417499306095
893;Móveis Raiz;Praça de Pinho, 83, 8862-683 Portimão;Farinha;101.27 L;48505;China;F01U3MMUK9TC;NODATE;24630091448932
894;Padaria Central;Praça Português, 824, 3521-502 Vizela;Camisola;6183 g;19125;Alemanha;OMH9P5V21UM7;NODATE;13475876842972
895;Têxtil Lusa;Largo de Carneiro, S/N, 6726-512 Pinhel;Sabonete;585 un;25155;Brasil;Q659UJIM9KFU;03/10/2034;26944097848292
896;Móveis Raiz;Avenida de Costa, 19, 4136-830 Castelo Branco;Impressora;170 un;53457;Brasil;MDK7SMR766IV;11/08/2034;21232602769768
897;Empresa Alfa;Alameda Guilherme Pinheiro, 39, 4179-935 Esposende;Impressora;16265 g;49889;Espanha;O6J7IPK74SUV;24/04/2028;86098903114384
898;Têxtil Lusa;Praça de Gomes, 504, 9268-223 Penafiel;Pão;422.78 kg;71190;Alemanha;EWSXHLIO5BHZ;27/09/2032;59552945186938
899;Empresa do José;Largo Ernesto Veiga de Oliveira, 5, 8055-174 Paços de Ferreira;Camisola;10137 g;45025;Alemanha;SH916UCZ99BW;NODATE;92411577515905
900;Química Duarte;Travessa Joaquim Alves, 78, 2988-909 Oliveira do Bairro;Camisola;112.0 L;22276;Espanha;2A9RK69T14D2;12/09/2032;77484475700319
901;Empresa do João;Avenida de Carvalho, 67, 6654-960 Seia;Cadeira;19687 g;96190;Alemanha;1JYBE8KFA2MK;NODATE;14890178580945
902;Têxtil Lusa;Alameda Abreu, 338, 2090-360 Marinha Grande;Vinho;4716 mL;76689;Brasil;BBQO0OMSA6CE;09/11/2028;00002048314742
903;Global Tech;Travessa Nogueira, 62, 0011-324 Almada;Vinho;422.54 L;39910;China;T8Y736PRY7EI;10/03/2028;13072930517426
904;Têxtil Lusa;Travessa Carneiro, 40, 0549-262 Pinhel;Sabonete;14734 mL;83754;Espanha;AMTSXOAM4006;09/12/2030;20722730376096
905;Têxtil Lusa;Travessa Dinis Brito, 1, 8436-142 Macedo de Cavaleiros;Sabonete;3901 mL;75662;China;PQD34Y5GDKHP;NODATE;65632271578077
906;Empresa do João;Av de Araújo, 27, 3217-908 Vizela;Sabonete;28.32 L;87571;Espanha;4DA9900SZB83;02/04/2028;74606831670934
907;Química Duarte;R. de Cláudio Carneiro, 2, 5946-262 Fafe; Azeite;3219 g;89917;China;6TO1AT9Y8ZF6;06/06/2026;60859069863293
908;Empresa do José;Largo Vaz, 542, 0908-601 Oliveira do Hospital; Azeite;1654 mL;55410;Espanha;KI8XZ0URTIN6;NODATE;15449851470427
909;Empresa Alfa;R. de Anjos, 4, 2876-882 Oliveira do Hospital;Computador;308.04 kg;64849;Alemanha;52IP0G301Q83;NODATE;09541541088728
910;Empresa do João;Av Costa, 4, 5423-147 Braga;Madeira;17540 mL;45627;França;0KUVALRVBE0I;25/12/2030;19530329771671
911;Global Tech;R. Brito, 18, 1695-558 São Mamede de Infesta;Cadeira;96.27 L;55835;França;TL2E6DWNQZRZ;28/12/2031;01194898647520
912;Padaria Central;Avenida Machado, 80, 7068-415 Angra do Heroísmo;Cadeira;16998 g;96149;França;9R57EF9PG240;07/04/2026;15179413335272
913;Empresa do João;Praça Joana Santos, 87, 4886-047 Montijo; Azeite;281.86 L;54740;Itália;VNSPEPQ5MKS9;04/08/2025;30549943720110
914;Empresa Alfa;Av Soares, 40, 2589-435 Marco de Canaveses;Farinha;368 un;42492;França;OFSIT89FK4T0;NODATE;22027609910929
915;Empresa Alfa;Largo Gabriela Simões, 92, 8864-078 Estarreja;Camisola;478.71 kg;93697;Itália;FXZMGA0TBEUW;16/07/2033;71511099911139
916;Global Tech;Av de Ferreira, 573, 4130-227 Peso da Régua;Cadeira;15648 mL;48969;Espanha;Q9UWAJX7A4GK;17/04/2035;42520154480049
917;Móveis Raiz;Praça do Mestre de Aviz, 22, 9646-390 Alcácer do Sal;Farinha;178.85 L;16476;China;ZS2KVWP3XEWV;NODATE;26571416709481
918;Padaria Central;Avenida Mariana Loureiro, 62, 9533-338 Matosinhos;Computador;337 un;73481;Espanha;2F5CUQOD1LF1;21/04/2033;46203047378694
919;Global Tech;Largo de Cardoso, 65, 4609-617 Seixal;Camisola;10187 mL;19122;Alemanha;FUOPV5Q89LXP;NODATE;66759070340805
920;Empresa Alfa;Av Micael Lourenço, 6, 4667-041 Santa Comba Dão;Farinha;185.0 L;30008;Espanha;MJRL2VNVBXMU;16/09/2026;78234181885579
921;Padaria Central;Alameda Petra Araújo, 12, 8957-648 Fafe;Farinha;12358 mL;15638;Itália;70OKGBBY2EOX;NODATE;40454945059309
922;Têxtil Lusa;R. de Alves, 51, 4180-612 Marinha Grande;Madeira;420.73 L;68952;Itália;BMBMLW1KASUX;NODATE;18247224293497
923;Empresa do João;Avenida Letícia Loureiro, 27, 6627-262 Estremoz;Camisola;5622 g;58667;Portugal;OXJ3GJI3IFMD;03/08/2025;43948153213463
924;Empresa do José;Praça Melissa Pacheco, 44, 4235-772 Portalegre; Azeite;177.78 L;29335;Portugal;CON0KOCTGE3E;NODATE;78933098721558
925;Empresa do João;Largo Costa, 77, 8865-091 Seixal;Sabonete;496.08 kg;18579;Espanha;60OPV1B836IM;24/10/2025;26130980431142
926;Empresa do João;R. Jéssica Azevedo, 67, 5075-248 Montijo;Cadeira;0.54 kg;17705;França;E8DSAYNBY2N5;27/12/2026;50272054674605
927;Global Tech;Avenida dos Ingleses, S/N, 4033-968 Montijo;Pão;16163 mL;52205;França;PQ88VX29K4K3;13/11/2026;41487880413826
928;Padaria Central;Alameda Simão Marques, 25, 4561-992 Funchal;Pão;285.15 kg;46376;Alemanha;2V91YYZYC0FK;NODATE;25219758575202
929;Padaria Central;Travessa Borges, 80, 4617-712 Vila do Conde;Madeira;11.6 L;57560;Itália;OQLWA3X28RCP;20/11/2029;46676795410823
930;Empresa Alfa;Rua Beatriz Barros, S/N, 6855-438 Peniche;Impressora;1291 mL;62197;França;GH6FPO2XZCHY;NODATE;03124222657432
931;Química Duarte;Rua Matias, 65, 0152-869 Serpa;Vinho;19192 g;58296;Itália;EFS3AMVWOVHI;31/12/2027;66700412034187
932;Química Duarte;Travessa de Lima, 62, 2882-619 Vila Nova de Foz Côa;Vinho;399.02 L;48970;França;OMCFBJSB7XMP;08/08/2029;19196752096865
933;Empresa Alfa;Rua Borges, 89, 5385-533 Santarém;Impressora;981 un;59119;China;0GYR9NW3YJVD;15/02/2030;31673486061646
934;Empresa do João;R. Nogueira, 72, 5641-949 Entroncamento;Impressora;213 un;65805;Brasil;6C7017SXIGPI;29/04/2033;08239869314265
935;Móveis Raiz;Praça do Prof. Ruy Luís Gomes, 2, 5863-741 Fátima;Vinho;589 un;50018;França;GTL2AXH71JQQ;NODATE;45278036121095
936;Empresa Alfa;Av de Fernandes, S/N, 9124-341 Vila Nova de Santo André;Madeira;10177 mL;69574;França;X4MCR7KPPLW9;30/11/2025;39310239259645
937;Empresa do João;Rua Vicente Figueiredo, 59, 7075-122 Loures;Pão;15528 mL;26466;Portugal;CD46017Y1JFK;27/06/2027;21465051041085
938;Empresa do José;Rua Vicente Alves, 64, 3998-182 Mealhada;Madeira;14.28 kg;52030;Espanha;3FF632X2G8HZ;09/03/2033;40235437669601
939;Padaria Central;Largo Íris Cardoso, 2, 9433-663 Sines;Farinha;409.33 kg;71420;Portugal;F6FJ1I6YGIWG;NODATE;31525700737181
940;Padaria Central;Travessa João Glama, 90, 1452-286 Sines;Farinha;584 un;38983;Alemanha;LKFN4J36HVP2;25/06/2026;24902118199977
941;Química Duarte;Praça de Campos, S/N, 6930-629 Portalegre;Impressora;28 un;51711;Espanha;279AYQFZSM7N;26/02/2032;13555142200392
942;Empresa Alfa;Avenida Domingues, 44, 8011-052 Ponte de Sor; Azeite;74 un;12301;Portugal;3YBGTCVU2A6K;23/03/2033;27338532665738
943;Têxtil Lusa;Rua Simão Morais, 209, 4360-032 Odivelas;Vinho;16702 g;11267;Alemanha;GQ7M0MKBP27E;09/07/2032;80154665675075
944;Empresa do José;R. Matias, 537, 3884-348 Lixa;Farinha;4887 g;97309;França;F2OBY1LOJXCV;13/10/2032;72870691225226
945;Padaria Central;Praça Renata Baptista, 76, 9510-363 Tondela;Sabonete;210 un;27136;Itália;5J4EKTDRWENK;16/07/2031;24070239038345
946;Empresa do José;R. de Teixeira, 6, 5127-710 Oliveira do Bairro;Farinha;14695 mL;12624;Itália;FP1CEBEWDOWS;15/08/2031;70848524258405
947;Global Tech;Av Larissa Carvalho, S/N, 5136-983 Seia; Azeite;11921 mL;20766;França;8XAMMHTZZGIQ;27/12/2030;31892582869075
948;Têxtil Lusa;Praça de Pinto, 162, 7478-964 Amarante;Madeira;178.79 kg;17349;Portugal;RSOQA1WYXQP0;18/01/2029;85491804743823
949;Empresa do José;Av Mara Ferreira, 68, 0214-343 Paços de Ferreira;Cadeira;316.87 L;11113;Espanha;4ENRCAI7J528;08/05/2029;41286723404411
950;Empresa Alfa;Alameda de Alves, 64, 6054-674 Gandra;Farinha;15295 mL;60094;Espanha;E5WOB4X1YUQ4;12/03/2029;94292749549671
951;Global Tech;Travessa Cristiano Pinho, 92, 1190-514 Vila do Conde;Farinha;150.06 L;13620;Espanha;XTM2UMO23B3Y;NODATE;46389733339259
952;Química Duarte;Alameda de José Serra, S/N, 1810-618 Fafe;Camisola;19.59 L;46204;Alemanha;QWM4D2HAZHG7;24/03/2032;06381256040263
953;Móveis Raiz;Avenida Gomes, 53, 8796-904 Vila Nova de Famalicão;Computador;471 un;41928;China;OQAOWUJYW518;04/04/2027;39273345300014
954;Empresa Alfa;Rua da Ranha, S/N, 6663-206 Rebordosa;Impressora;14864 g;71684;Espanha;IQF1685Z5DEO;20/02/2032;17988626486242
955;Química Duarte;R. Gonçalves, 61, 0826-626 Castelo Branco;Cadeira;171.89 kg;40376;China;1HLECO54EMZU;12/12/2032;25496959254226
956;Móveis Raiz;Alameda de Costa, 36, 5950-629 Mêda;Computador;2364 mL;45262;Portugal;AZEOOZYJ9N07;18/10/2034;05985540802551
957;Têxtil Lusa;R. de Neto, S/N, 8403-915 Serpa;Sabonete;799 un;18735;Espanha;ODUTM3XSGMH4;NODATE;86799460319169
958;Têxtil Lusa;Rua de Branco, 590, 9629-348 Faro;Camisola;9525 g;14265;Alemanha;NXLEL8AOZQ45;26/03/2031;83951327820493
959;Móveis Raiz;Largo Madrid, 55, 0391-667 Vale de Cambra;Camisola;255.68 L;32703;França;BBTBQRC3GSK1;NODATE;34019225516791
960;Global Tech;R. Velho do Outeiro, 61, 8357-509 Ourém;Impressora;368.01 kg;74446;Itália;L60SMVLYYI3F;NODATE;15566936594093
961;Global Tech;Praça de Rodrigues, 71, 9673-161 Silves;Farinha;787 un;64669;Itália;6P9SW1ZMMJ20;18/05/2031;96589883495047
962;Empresa Alfa;Travessa de Torres, 17, 1370-583 Matosinhos;Impressora;469.52 kg;72238;China;ADMUSILOMV3K;07/06/2026;14083153329991
963;Empresa do João;Praça de Jesus, S/N, 6212-869 Loulé;Farinha;110.51 kg;63006;Itália;EWAEW443B85X;NODATE;77255951592461
964;Global Tech;Alameda de Macedo, 4, 5837-746 Ílhavo;Sabonete;62.13 kg;57107;França;7VAZRZRYYLML;27/05/2034;51032333999545
965;Padaria Central;R. Magalhães, S/N, 5560-734 Oliveira do Bairro;Computador;50.2 kg;33076;China;J9EMCY7G2TZY;12/10/2029;02826656441155
966;Padaria Central;Rua Santos, 97, 6384-178 Rio Tinto;Camisola;244.1 kg;70127;Alemanha;0YN1CZAJYYMC;27/08/2031;88014904107414
967;Empresa do José;Alameda Araújo, S/N, 8985-320 Trofa;Impressora;286.86 kg;24741;Espanha;4GOBIKUIDO0K;02/09/2030;93600254307870
968;Móveis Raiz;Travessa Catarina Correia, 6, 1966-798 Moura;Computador;141.98 kg;70372;Espanha;7OIM639MWIWQ;18/07/2027;98374271169996
969;Empresa Alfa;R. Inês Pacheco, S/N, 9556-917 Matosinhos;Computador;748 un;49950;Brasil;MFPQSIEYMTMW;22/09/2033;47933318635657
970;Padaria Central;Rua de Pinho, 15, 0536-086 Lixa;Madeira;94.09 L;36453;Alemanha;QZALXLG4SJS6;NODATE;42451222346821
971;Global Tech;Largo de Pires, 91, 5034-737 Moura;Camisola;94 un;74738;Brasil;GQYTP1HU1S3N;05/10/2026;90219497946519
972;Empresa do João;R. dos Pinheiros ao Parque das Nações, 6, 5535-940 Sacavém;Farinha;423.39 L;55172;Itália;9Z20WHE5JSVS;NODATE;44777268124075
973;Química Duarte;Avenida Freitas, S/N, 7991-921 Póvoa de Santa Iria; Azeite;48.3 L;10511;Espanha;RMVASWFUP7MA;05/10/2031;04011449466159
974;Empresa Alfa;Av Futebol Clube do Porto, 42, 3685-145 Trofa;Impressora;155.6 kg;34685;Alemanha;F445KL9F10L6;NODATE;63172662282254
975;Global Tech;Alameda Afonso Barbosa, 21, 8537-226 Miranda do Douro;Pão;16148 g;68790;Espanha;8Y0HPTN2C6EU;NODATE;90732573518060
976;Global Tech;Largo Nascimento, 19, 0955-440 Chaves;Vinho;8655 mL;68868;Alemanha;CV1X0CYM5K3F;NODATE;53783922724292
977;Têxtil Lusa;Praça de Fonseca, 863, 8921-408 Porto;Impressora;290 un;99847;Espanha;5ADNFJYHV63I;NODATE;94741950806850
978;Empresa do João;Av Gil Campos, 7, 1136-104 Oliveira do Bairro; Azeite;270.67 kg;56841;Brasil;KIH1F11FKJWE;08/10/2031;63338961687443
979;Empresa do José;Largo Emanuel Silva, S/N, 2634-701 Fiães;Madeira;405.37 kg;13694;China;3FZUU5E91TAI;18/09/2033;50700452675495
980;Empresa do José;Rua de Henriques, 3, 1045-731 Gouveia;Sabonete;107.9 kg;52671;Espanha;XZFQMVRXZ13N;20/01/2032;14149910575653
981;Padaria Central;Largo Vasco Baptista, 21, 0901-313 Albufeira;Madeira;246.99 L;24568;Espanha;TI1AEH3D0MNQ;20/08/2033;94656014473979
982;Empresa do José;Largo da Carvalhosa, 62, 1481-044 Lagos;Camisola;10036 mL;16679;Alemanha;GERJKNYOADN1;14/09/2034;24334064301224
983;Têxtil Lusa;Travessa de Simões, 76, 7720-654 Vila Nova de Foz Côa;Sabonete;327 g;36329;Portugal;P7BB0OMGMF70;NODATE;78175790810518
984;Móveis Raiz;Av Machado de Asis, 81, 8459-029 Fiães;Pão;13056 g;47613;Brasil;449A76PHGCN3;05/08/2031;89740491966654
985;Empresa Alfa;Praça Gonçalves, S/N, 2717-269 Alcácer do Sal;Pão;11276 mL;86969;França;NDYS8PS90MOQ;04/12/2032;76508233578468
986;Química Duarte;Praça Azevedo, S/N, 4616-471 Estarreja; Azeite;189.86 kg;92735;Portugal;NBXB17FI504C;30/06/2030;55781026352495
987;Química Duarte;Rua Diana Lourenço, 99, 4252-200 Vila do Conde;Computador;937 un;56424;França;GIZ1M3IM0V8E;01/01/2028;62059142325567
988;Global Tech;Avenida do Monte da Lapa, 62, 4762-895 Silves;Pão;303.31 L;95398;Portugal;ACSPALBM5KEV;17/04/2032;99912531674769
989;Global Tech;Av de Machado, S/N, 8363-464 Figueira da Foz;Camisola;1559 mL;29533;Alemanha;2X1R8ANTMYI4;04/12/2031;82989639524456
990;Empresa do José;Avenida Nelson Nogueira, 958, 4977-135 Vale de Cambra;Impressora;2873 g;54358;Brasil;WBCUK1QK8SMB;NODATE;50871809803327
991;Padaria Central;R. Maia, 68, 9306-815 Évora;Sabonete;15315 g;44433;Alemanha;OQ51YCV28IE0;13/08/2033;75493806001288
992;Empresa do João;Av de Maia, 25, 6262-309 Santa Maria da Feira;Camisola;177 un;63312;Alemanha;EAR23QH4EU0A;29/07/2025;04449887393048
993;Química Duarte;Alameda de Figueiredo, 1, 6332-835 Porto;Farinha;18677 g;67725;França;R6TPSNKHV67O;NODATE;42766193572446
994;Global Tech;Alameda de Campos, 47, 3940-085 Freamunde;Pão;11775 mL;57236;Itália;J4Y1KNQL244Q;28/01/2034;93594465721702
995;Móveis Raiz;Largo Tatiana Mendes, 5, 9480-159 Miranda do Douro;Computador;8257 mL;64846;Portugal;JTZWJTD6R9HI;NODATE;99723138397180
996;Empresa do João;Av de Macedo, 65, 3034-987 Lourosa;Camisola;11369 g;75439;França;5QMPXRKZ95LH;NODATE;88389354954464
997;Têxtil Lusa;Av Nicole Campos, 69, 2163-037 Serpa;Madeira;3841 g;78400;Itália;EPLUSLSOKMGM;21/07/2032;97056272605747
998;Móveis Raiz;Rua Ramos, 28, 9245-596 Aveiro;Computador;555 un;87251;China;ZJ2W728OBUMS;15/03/2032;89134860941760
999;Química Duarte;Largo Almeida, 50, 5151-241 Póvoa de Santa Iria;Farinha;16871 mL;89196;Portugal;R8V82MB7J8SU;03/11/2028;82175929228450
1000;Global Tech;Praça de Santos, 60, 1843-064 Fiães;Vinho;6013 g;40865;França;GMY89BMLYMSF;21/05/2029;91474635371577
